ENST00000524270	TGA	257
ENST00000523102	TGA	257
ENST00000519357	TAG	505
ENST00000349238	TGA	881
ENST00000311027	TGA	881
ENST00000395336	TGA	1009
ENST00000406482	TGA	1009
ENST00000634938	TGA	60
ENST00000402799	TGA	881
ENST00000342922	TGA	881
ENST00000407859	TGA	881
ENST00000395344	TGA	207
ENST00000402192	TGA	880
ENST00000402061	TAG	70
ENST00000255784	TAG	6341
ENST00000361297	TAG	56
ENST00000674079	TAG	56
ENST00000567730	TGA	254
ENST00000565188	TGA	464
ENST00000262506	TGA	464
ENST00000374433	TGA	188
ENST00000395797	TGA	190
ENST00000648994	TGA	13213
ENST00000648349	TAA	3816
ENST00000650388	TGA	1148
ENST00000512345	TAG	466
ENST00000441778	TGA	1371
ENST00000304523	TAA	1102
ENST00000502640	TAA	1535
ENST00000508918	TAA	1016
ENST00000515064	TAA	1102
ENST00000507464	TAA	601
ENST00000304218	TAG	65
ENST00000459676	TAG	1559
ENST00000383716	TGA	1388
ENST00000383715	TGA	173
ENST00000479241	TGA	1084
ENST00000468776	TGA	1378
ENST00000463280	TGA	1285
ENST00000479134	TGA	914
ENST00000495557	TGA	180
ENST00000493474	TGA	437
ENST00000302779	TGA	191
ENST00000484288	TGA	405
ENST00000356151	TGA	1167
ENST00000477308	TAA	1182
ENST00000485460	TAG	362
ENST00000302746	TAG	404
ENST00000383714	TAG	404
ENST00000469364	TGA	849
ENST00000474765	TGA	445
ENST00000269720	TGA	338
ENST00000587086	TGA	339
ENST00000590772	TGA	255
ENST00000279249	TAG	886
ENST00000533419	TAG	90
ENST00000326842	TAG	356
ENST00000306448	TAA	184
ENST00000522587	TAA	184
ENST00000466300	TGA	450
ENST00000338591	TGA	528
ENST00000472717	TGA	92
ENST00000414635	TAA	248
ENST00000366552	TAA	918
ENST00000425826	TGA	1948
ENST00000437684	TAA	1562
ENST00000366518	TAG	6825
ENST00000407071	TAG	6826
ENST00000376292	TGA	186
ENST00000539798	TGA	186
ENST00000402119	TGA	1355
ENST00000591841	TGA	793
ENST00000248041	TGA	1365
ENST00000620614	TGA	1507
ENST00000326742	TGA	1510
ENST00000636697	TAA	1146
ENST00000636788	TAA	287
ENST00000637642	TAA	287
ENST00000637303	TAG	80
ENST00000686330	TAA	287
ENST00000334634	TGA	780
ENST00000545012	TGA	781
ENST00000543729	TGA	130
ENST00000368385	TAG	119
ENST00000368383	TGA	664
ENST00000368382	TGA	779
ENST00000611379	TGA	781
ENST00000295682	TGA	32
ENST00000497317	TAA	15
ENST00000482246	TGA	31
ENST00000491084	TGA	32
ENST00000295683	TGA	1318
ENST00000414983	TGA	535
ENST00000420201	TAA	374
ENST00000456575	TAA	146
ENST00000295685	TAA	441
ENST00000315717	TAA	433
ENST00000481479	TAA	77
ENST00000470342	TAA	75
ENST00000466306	TAA	74
ENST00000368255	TGA	13
ENST00000368254	TGA	13
ENST00000368251	TGA	13
ENST00000368253	TGA	8
ENST00000368252	TGA	13
ENST00000368262	TGA	1820
ENST00000295688	TGA	231
ENST00000368259	TGA	230
ENST00000368258	TGA	1683
ENST00000472765	TGA	34
ENST00000542635	TGA	3050
ENST00000526861	TGA	3052
ENST00000530782	TGA	3274
ENST00000534689	TGA	1115
ENST00000533791	TGA	1097
ENST00000285013	TGA	5499
ENST00000662015	TGA	3710
ENST00000482020	TAA	877
ENST00000664495	TGA	4313
ENST00000657234	TAA	2556
ENST00000407417	TAA	265
ENST00000357977	TAA	2717
ENST00000496712	TGA	317
ENST00000699964	TAA	904
ENST00000699965	TGA	2469
ENST00000699966	TAA	1154
ENST00000699967	TAA	616
ENST00000699986	TAA	992
ENST00000699987	TAA	1023
ENST00000371191	TAA	205
ENST00000485903	TAA	204
